"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Georgia"	"13"	"2009"	"2009"	"35-44 years"	"35-44"	"Male"	"M"	61	693928	8.8
	"Georgia"	"13"	"2009"	"2009"	"45-54 years"	"45-54"	"Female"	"F"	12	705065	Unreliable
	"Georgia"	"13"	"2009"	"2009"	"45-54 years"	"45-54"	"Male"	"M"	41	669102	6.1
	"Georgia"	"13"	"2009"	"2009"	"55-64 years"	"55-64"	"Male"	"M"	20	490869	4.1
	"Georgia"	"13"	"2010"	"2010"	"15-24 years"	"15-24"	"Female"	"F"	13	682668	Unreliable
	"Georgia"	"13"	"2010"	"2010"	"15-24 years"	"15-24"	"Male"	"M"	135	707411	19.1
	"Georgia"	"13"	"2010"	"2010"	"25-34 years"	"25-34"	"Female"	"F"	14	677350	Unreliable
	"Georgia"	"13"	"2010"	"2010"	"25-34 years"	"25-34"	"Male"	"M"	111	658210	16.9
	"Georgia"	"13"	"2010"	"2010"	"35-44 years"	"35-44"	"Female"	"F"	16	712988	Unreliable
	"Georgia"	"13"	"2010"	"2010"	"35-44 years"	"35-44"	"Male"	"M"	57	684552	8.3
	"Georgia"	"13"	"2010"	"2010"	"45-54 years"	"45-54"	"Female"	"F"	14	713772	Unreliable
	"Georgia"	"13"	"2010"	"2010"	"45-54 years"	"45-54"	"Male"	"M"	40	677480	5.9
	"Georgia"	"13"	"2010"	"2010"	"55-64 years"	"55-64"	"Male"	"M"	16	506329	Unreliable
	"Georgia"	"13"	"2011"	"2011"	"15-24 years"	"15-24"	"Female"	"F"	14	687520	Unreliable
	"Georgia"	"13"	"2011"	"2011"	"15-24 years"	"15-24"	"Male"	"M"	115	720888	16.0
	"Georgia"	"13"	"2011"	"2011"	"25-34 years"	"25-34"	"Female"	"F"	17	683730	Unreliable
	"Georgia"	"13"	"2011"	"2011"	"25-34 years"	"25-34"	"Male"	"M"	105	674798	15.6
	"Georgia"	"13"	"2011"	"2011"	"35-44 years"	"35-44"	"Female"	"F"	15	704843	Unreliable
	"Georgia"	"13"	"2011"	"2011"	"35-44 years"	"35-44"	"Male"	"M"	68	678210	10.0
	"Georgia"	"13"	"2011"	"2011"	"45-54 years"	"45-54"	"Female"	"F"	15	714930	Unreliable
	"Georgia"	"13"	"2011"	"2011"	"45-54 years"	"45-54"	"Male"	"M"	36	680240	5.3
	"Georgia"	"13"	"2011"	"2011"	"55-64 years"	"55-64"	"Male"	"M"	21	528046	4.0
	"Georgia"	"13"	"2012"	"2012"	"15-24 years"	"15-24"	"Female"	"F"	19	696929	Unreliable
	"Georgia"	"13"	"2012"	"2012"	"15-24 years"	"15-24"	"Male"	"M"	138	730893	18.9
	"Georgia"	"13"	"2012"	"2012"	"25-34 years"	"25-34"	"Female"	"F"	25	687460	3.6
	"Georgia"	"13"	"2012"	"2012"	"25-34 years"	"25-34"	"Male"	"M"	105	679147	15.5
	"Georgia"	"13"	"2012"	"2012"	"35-44 years"	"35-44"	"Female"	"F"	18	704166	Unreliable
	"Georgia"	"13"	"2012"	"2012"	"35-44 years"	"35-44"	"Male"	"M"	54	674007	8.0
	"Georgia"	"13"	"2012"	"2012"	"45-54 years"	"45-54"	"Female"	"F"	18	714459	Unreliable
	"Georgia"	"13"	"2012"	"2012"	"45-54 years"	"45-54"	"Male"	"M"	32	680089	4.7
	"Georgia"	"13"	"2012"	"2012"	"55-64 years"	"55-64"	"Male"	"M"	34	536288	6.3
	"Georgia"	"13"	"2013"	"2013"	"15-24 years"	"15-24"	"Female"	"F"	21	697178	3.0
	"Georgia"	"13"	"2013"	"2013"	"15-24 years"	"15-24"	"Male"	"M"	125	732263	17.1
	"Georgia"	"13"	"2013"	"2013"	"25-34 years"	"25-34"	"Female"	"F"	13	688866	Unreliable
	"Georgia"	"13"	"2013"	"2013"	"25-34 years"	"25-34"	"Male"	"M"	111	676374	16.4
	"Georgia"	"13"	"2013"	"2013"	"35-44 years"	"35-44"	"Female"	"F"	18	703343	Unreliable
	"Georgia"	"13"	"2013"	"2013"	"35-44 years"	"35-44"	"Male"	"M"	70	669072	10.5
	"Georgia"	"13"	"2013"	"2013"	"45-54 years"	"45-54"	"Female"	"F"	13	715639	Unreliable
	"Georgia"	"13"	"2013"	"2013"	"45-54 years"	"45-54"	"Male"	"M"	42	680658	6.2
	"Georgia"	"13"	"2013"	"2013"	"55-64 years"	"55-64"	"Male"	"M"	21	546288	3.8
	"Georgia"	"13"	"2014"	"2014"	"15-24 years"	"15-24"	"Female"	"F"	12	701795	Unreliable
	"Georgia"	"13"	"2014"	"2014"	"15-24 years"	"15-24"	"Male"	"M"	162	736127	22.0
	"Georgia"	"13"	"2014"	"2014"	"25-34 years"	"25-34"	"Female"	"F"	25	699012	3.6
	"Georgia"	"13"	"2014"	"2014"	"25-34 years"	"25-34"	"Male"	"M"	131	684425	19.1
	"Georgia"	"13"	"2014"	"2014"	"35-44 years"	"35-44"	"Female"	"F"	20	703766	2.8
	"Georgia"	"13"	"2014"	"2014"	"35-44 years"	"35-44"	"Male"	"M"	64	666018	9.6
	"Georgia"	"13"	"2014"	"2014"	"45-54 years"	"45-54"	"Male"	"M"	40	681455	5.9
	"Georgia"	"13"	"2014"	"2014"	"55-64 years"	"55-64"	"Male"	"M"	16	557884	Unreliable
	"Georgia"	"13"	"2015"	"2015"	"15-24 years"	"15-24"	"Female"	"F"	26	703976	3.7
	"Georgia"	"13"	"2015"	"2015"	"15-24 years"	"15-24"	"Male"	"M"	183	740668	24.7
	"Georgia"	"13"	"2015"	"2015"	"25-34 years"	"25-34"	"Female"	"F"	25	709590	3.5
	"Georgia"	"13"	"2015"	"2015"	"25-34 years"	"25-34"	"Male"	"M"	144	692567	20.8
	"Georgia"	"13"	"2015"	"2015"	"35-44 years"	"35-44"	"Female"	"F"	20	706318	2.8
	"Georgia"	"13"	"2015"	"2015"	"35-44 years"	"35-44"	"Male"	"M"	75	664401	11.3
	"Georgia"	"13"	"2015"	"2015"	"45-54 years"	"45-54"	"Male"	"M"	45	685211	6.6
	"Georgia"	"13"	"2015"	"2015"	"55-64 years"	"55-64"	"Male"	"M"	16	572795	Unreliable
	"Georgia"	"13"	"2015"	"2015"	"65-74 years"	"65-74"	"Male"	"M"	10	370342	Unreliable
	"Idaho"	"16"	"2007"	"2007"	"25-34 years"	"25-34"	"Male"	"M"	10	101789	Unreliable
	"Illinois"	"17"	"1999"	"1999"	"15-24 years"	"15-24"	"Female"	"F"	18	839351	Unreliable
	"Illinois"	"17"	"1999"	"1999"	"15-24 years"	"15-24"	"Male"	"M"	318	888143	35.8
	"Illinois"	"17"	"1999"	"1999"	"25-34 years"	"25-34"	"Female"	"F"	17	906416	Unreliable
	"Illinois"	"17"	"1999"	"1999"	"25-34 years"	"25-34"	"Male"	"M"	174	919295	18.9
	"Illinois"	"17"	"1999"	"1999"	"35-44 years"	"35-44"	"Female"	"F"	18	1001148	Unreliable
	"Illinois"	"17"	"1999"	"1999"	"35-44 years"	"35-44"	"Male"	"M"	76	986053	7.7
	"Illinois"	"17"	"1999"	"1999"	"45-54 years"	"45-54"	"Male"	"M"	21	775959	2.7
	"Illinois"	"17"	"2000"	"2000"	"15-24 years"	"15-24"	"Female"	"F"	25	847323	3.0
	"Illinois"	"17"	"2000"	"2000"	"15-24 years"	"15-24"	"Male"	"M"	321	897522	35.8
	"Illinois"	"17"	"2000"	"2000"	"25-34 years"	"25-34"	"Female"	"F"	13	897239	Unreliable
	"Illinois"	"17"	"2000"	"2000"	"25-34 years"	"25-34"	"Male"	"M"	155	914435	17.0
	"Illinois"	"17"	"2000"	"2000"	"35-44 years"	"35-44"	"Female"	"F"	10	998801	Unreliable
	"Illinois"	"17"	"2000"	"2000"	"35-44 years"	"35-44"	"Male"	"M"	79	985069	8.0
	"Illinois"	"17"	"2000"	"2000"	"45-54 years"	"45-54"	"Male"	"M"	31	797578	3.9
	"Illinois"	"17"	"2000"	"2000"	"55-64 years"	"55-64"	"Male"	"M"	11	497104	Unreliable
	"Illinois"	"17"	"2001"	"2001"	"5-14 years"	"5-14"	"Male"	"M"	10	937700	Unreliable
	"Illinois"	"17"	"2001"	"2001"	"15-24 years"	"15-24"	"Female"	"F"	30	859115	3.5
	"Illinois"	"17"	"2001"	"2001"	"15-24 years"	"15-24"	"Male"	"M"	326	909039	35.9
	"Illinois"	"17"	"2001"	"2001"	"25-34 years"	"25-34"	"Female"	"F"	17	885462	Unreliable
	"Illinois"	"17"	"2001"	"2001"	"25-34 years"	"25-34"	"Male"	"M"	189	903003	20.9
	"Illinois"	"17"	"2001"	"2001"	"35-44 years"	"35-44"	"Female"	"F"	19	990099	Unreliable
	"Illinois"	"17"	"2001"	"2001"	"35-44 years"	"35-44"	"Male"	"M"	80	977616	8.2
	"Illinois"	"17"	"2001"	"2001"	"45-54 years"	"45-54"	"Male"	"M"	45	830457	5.4
	"Illinois"	"17"	"2002"	"2002"	"15-24 years"	"15-24"	"Female"	"F"	22	862468	2.6
	"Illinois"	"17"	"2002"	"2002"	"15-24 years"	"15-24"	"Male"	"M"	292	910473	32.1
	"Illinois"	"17"	"2002"	"2002"	"25-34 years"	"25-34"	"Female"	"F"	20	880844	2.3
	"Illinois"	"17"	"2002"	"2002"	"25-34 years"	"25-34"	"Male"	"M"	228	897804	25.4
	"Illinois"	"17"	"2002"	"2002"	"35-44 years"	"35-44"	"Female"	"F"	10	976565	Unreliable
	"Illinois"	"17"	"2002"	"2002"	"35-44 years"	"35-44"	"Male"	"M"	73	964895	7.6
	"Illinois"	"17"	"2002"	"2002"	"45-54 years"	"45-54"	"Male"	"M"	37	840762	4.4
	"Illinois"	"17"	"2002"	"2002"	"55-64 years"	"55-64"	"Male"	"M"	10	536673	Unreliable
	"Illinois"	"17"	"2003"	"2003"	"5-14 years"	"5-14"	"Male"	"M"	10	927375	Unreliable
	"Illinois"	"17"	"2003"	"2003"	"15-24 years"	"15-24"	"Female"	"F"	15	867425	Unreliable
	"Illinois"	"17"	"2003"	"2003"	"15-24 years"	"15-24"	"Male"	"M"	299	913836	32.7
	"Illinois"	"17"	"2003"	"2003"	"25-34 years"	"25-34"	"Female"	"F"	12	873849	Unreliable
	"Illinois"	"17"	"2003"	"2003"	"25-34 years"	"25-34"	"Male"	"M"	203	890520	22.8
	"Illinois"	"17"	"2003"	"2003"	"35-44 years"	"35-44"	"Female"	"F"	17	961092	Unreliable
	"Illinois"	"17"	"2003"	"2003"	"35-44 years"	"35-44"	"Male"	"M"	68	949960	7.2
	"Illinois"	"17"	"2003"	"2003"	"45-54 years"	"45-54"	"Male"	"M"	40	855548	4.7
	"Illinois"	"17"	"2004"	"2004"	"15-24 years"	"15-24"	"Female"	"F"	21	872978	2.4
	"Illinois"	"17"	"2004"	"2004"	"15-24 years"	"15-24"	"Male"	"M"	242	925419	26.2
	"Illinois"	"17"	"2004"	"2004"	"25-34 years"	"25-34"	"Female"	"F"	10	868038	Unreliable
	"Illinois"	"17"	"2004"	"2004"	"25-34 years"	"25-34"	"Male"	"M"	160	883607	18.1
	"Illinois"	"17"	"2004"	"2004"	"35-44 years"	"35-44"	"Female"	"F"	16	945900	Unreliable
	"Illinois"	"17"	"2004"	"2004"	"35-44 years"	"35-44"	"Male"	"M"	61	936509	6.5
	"Illinois"	"17"	"2004"	"2004"	"45-54 years"	"45-54"	"Male"	"M"	31	870607	3.6
	"Illinois"	"17"	"2005"	"2005"	"15-24 years"	"15-24"	"Female"	"F"	16	876635	Unreliable
	"Illinois"	"17"	"2005"	"2005"	"15-24 years"	"15-24"	"Male"	"M"	247	925401	26.7
	"Illinois"	"17"	"2005"	"2005"	"25-34 years"	"25-34"	"Female"	"F"	13	862357	Unreliable
	"Illinois"	"17"	"2005"	"2005"	"25-34 years"	"25-34"	"Male"	"M"	149	876302	17.0
	"Illinois"	"17"	"2005"	"2005"	"35-44 years"	"35-44"	"Female"	"F"	16	932649	Unreliable
	"Illinois"	"17"	"2005"	"2005"	"35-44 years"	"35-44"	"Male"	"M"	61	924216	6.6
	"Illinois"	"17"	"2005"	"2005"	"45-54 years"	"45-54"	"Male"	"M"	20	885277	2.3
	"Illinois"	"17"	"2005"	"2005"	"55-64 years"	"55-64"	"Male"	"M"	11	602692	Unreliable
	"Illinois"	"17"	"2006"	"2006"	"15-24 years"	"15-24"	"Female"	"F"	20	877110	2.3
	"Illinois"	"17"	"2006"	"2006"	"15-24 years"	"15-24"	"Male"	"M"	248	927409	26.7
	"Illinois"	"17"	"2006"	"2006"	"25-34 years"	"25-34"	"Female"	"F"	13	863034	Unreliable
	"Illinois"	"17"	"2006"	"2006"	"25-34 years"	"25-34"	"Male"	"M"	205	874795	23.4
	"Illinois"	"17"	"2006"	"2006"	"35-44 years"	"35-44"	"Male"	"M"	61	913596	6.7
	"Illinois"	"17"	"2006"	"2006"	"45-54 years"	"45-54"	"Female"	"F"	10	929540	Unreliable
	"Illinois"	"17"	"2006"	"2006"	"45-54 years"	"45-54"	"Male"	"M"	30	897523	3.3
	"Illinois"	"17"	"2006"	"2006"	"55-64 years"	"55-64"	"Male"	"M"	12	625704	Unreliable
	"Illinois"	"17"	"2007"	"2007"	"5-14 years"	"5-14"	"Male"	"M"	10	895063	Unreliable
	"Illinois"	"17"	"2007"	"2007"	"15-24 years"	"15-24"	"Female"	"F"	25	880317	2.8
	"Illinois"	"17"	"2007"	"2007"	"15-24 years"	"15-24"	"Male"	"M"	248	928344	26.7
	"Illinois"	"17"	"2007"	"2007"	"25-34 years"	"25-34"	"Female"	"F"	11	866526	Unreliable
	"Illinois"	"17"	"2007"	"2007"	"25-34 years"	"25-34"	"Male"	"M"	171	876011	19.5
	"Illinois"	"17"	"2007"	"2007"	"35-44 years"	"35-44"	"Male"	"M"	49	901184	5.4
	"Illinois"	"17"	"2007"	"2007"	"45-54 years"	"45-54"	"Male"	"M"	26	907322	2.9
	"Illinois"	"17"	"2008"	"2008"	"15-24 years"	"15-24"	"Female"	"F"	21	880208	2.4
	"Illinois"	"17"	"2008"	"2008"	"15-24 years"	"15-24"	"Male"	"M"	267	927402	28.8
	"Illinois"	"17"	"2008"	"2008"	"25-34 years"	"25-34"	"Female"	"F"	11	874834	Unreliable
	"Illinois"	"17"	"2008"	"2008"	"25-34 years"	"25-34"	"Male"	"M"	176	882637	19.9
	"Illinois"	"17"	"2008"	"2008"	"35-44 years"	"35-44"	"Female"	"F"	17	893467	Unreliable
	"Illinois"	"17"	"2008"	"2008"	"35-44 years"	"35-44"	"Male"	"M"	60	886495	6.8
	"Illinois"	"17"	"2008"	"2008"	"45-54 years"	"45-54"	"Male"	"M"	35	914195	3.8
	"Illinois"	"17"	"2008"	"2008"	"55-64 years"	"55-64"	"Male"	"M"	15	665429	Unreliable
	"Illinois"	"17"	"2009"	"2009"	"15-24 years"	"15-24"	"Female"	"F"	21	881766	2.4
	"Illinois"	"17"	"2009"	"2009"	"15-24 years"	"15-24"	"Male"	"M"	274	924083	29.7
	"Illinois"	"17"	"2009"	"2009"	"25-34 years"	"25-34"	"Female"	"F"	14	882190	Unreliable
	"Illinois"	"17"	"2009"	"2009"	"25-34 years"	"25-34"	"Male"	"M"	156	888279	17.6
	"Illinois"	"17"	"2009"	"2009"	"35-44 years"	"35-44"	"Male"	"M"	71	869561	8.2
	"Illinois"	"17"	"2009"	"2009"	"45-54 years"	"45-54"	"Female"	"F"	10	951395	Unreliable
	"Illinois"	"17"	"2009"	"2009"	"45-54 years"	"45-54"	"Male"	"M"	33	919753	3.6
	"Illinois"	"17"	"2009"	"2009"	"55-64 years"	"55-64"	"Male"	"M"	12	689207	Unreliable
	"Illinois"	"17"	"2010"	"2010"	"15-24 years"	"15-24"	"Female"	"F"	17	879807	Unreliable
	"Illinois"	"17"	"2010"	"2010"	"15-24 years"	"15-24"	"Male"	"M"	234	921249	25.4
	"Illinois"	"17"	"2010"	"2010"	"25-34 years"	"25-34"	"Female"	"F"	11	885288	Unreliable
	"Illinois"	"17"	"2010"	"2010"	"25-34 years"	"25-34"	"Male"	"M"	181	890669	20.3
	"Illinois"	"17"	"2010"	"2010"	"35-44 years"	"35-44"	"Male"	"M"	61	859232	7.1
	"Illinois"	"17"	"2010"	"2010"	"45-54 years"	"45-54"	"Female"	"F"	14	951503	Unreliable
	"Illinois"	"17"	"2010"	"2010"	"45-54 years"	"45-54"	"Male"	"M"	21	919376	2.3
	"Illinois"	"17"	"2011"	"2011"	"5-14 years"	"5-14"	"Male"	"M"	10	880871	Unreliable
	"Illinois"	"17"	"2011"	"2011"	"15-24 years"	"15-24"	"Female"	"F"	18	877483	Unreliable
	"Illinois"	"17"	"2011"	"2011"	"15-24 years"	"15-24"	"Male"	"M"	264	917102	28.8
	"Illinois"	"17"	"2011"	"2011"	"25-34 years"	"25-34"	"Female"	"F"	10	890403	Unreliable
	"Illinois"	"17"	"2011"	"2011"	"25-34 years"	"25-34"	"Male"	"M"	171	897795	19.0
	"Illinois"	"17"	"2011"	"2011"	"35-44 years"	"35-44"	"Female"	"F"	11	854778	Unreliable
	"Illinois"	"17"	"2011"	"2011"	"35-44 years"	"35-44"	"Male"	"M"	53	849203	6.2
	"Illinois"	"17"	"2011"	"2011"	"45-54 years"	"45-54"	"Male"	"M"	35	911016	3.8
	"Illinois"	"17"	"2011"	"2011"	"55-64 years"	"55-64"	"Male"	"M"	12	741934	Unreliable
	"Illinois"	"17"	"2012"	"2012"	"15-24 years"	"15-24"	"Female"	"F"	19	874277	Unreliable
	"Illinois"	"17"	"2012"	"2012"	"15-24 years"	"15-24"	"Male"	"M"	285	914334	31.2
	"Illinois"	"17"	"2012"	"2012"	"25-34 years"	"25-34"	"Female"	"F"	15	889321	Unreliable
	"Illinois"	"17"	"2012"	"2012"	"25-34 years"	"25-34"	"Male"	"M"	164	897005	18.3
	"Illinois"	"17"	"2012"	"2012"	"35-44 years"	"35-44"	"Male"	"M"	68	844341	8.1
	"Illinois"	"17"	"2012"	"2012"	"45-54 years"	"45-54"	"Female"	"F"	10	925489	Unreliable
	"Illinois"	"17"	"2012"	"2012"	"45-54 years"	"45-54"	"Male"	"M"	37	898594	4.1
	"Illinois"	"17"	"2012"	"2012"	"55-64 years"	"55-64"	"Male"	"M"	12	752349	Unreliable
	"Illinois"	"17"	"2013"	"2013"	"15-24 years"	"15-24"	"Female"	"F"	21	871037	2.4
	"Illinois"	"17"	"2013"	"2013"	"15-24 years"	"15-24"	"Male"	"M"	232	912007	25.4
	"Illinois"	"17"	"2013"	"2013"	"25-34 years"	"25-34"	"Female"	"F"	12	887608	Unreliable
	"Illinois"	"17"	"2013"	"2013"	"25-34 years"	"25-34"	"Male"	"M"	178	897234	19.8
	"Illinois"	"17"	"2013"	"2013"	"35-44 years"	"35-44"	"Male"	"M"	63	840696	7.5
	"Illinois"	"17"	"2013"	"2013"	"45-54 years"	"45-54"	"Male"	"M"	28	885270	3.2
	"Illinois"	"17"	"2014"	"2014"	"15-24 years"	"15-24"	"Female"	"F"	19	867197	Unreliable
	"Illinois"	"17"	"2014"	"2014"	"15-24 years"	"15-24"	"Male"	"M"	273	902375	30.3
	"Illinois"	"17"	"2014"	"2014"	"25-34 years"	"25-34"	"Female"	"F"	13	886721	Unreliable
	"Illinois"	"17"	"2014"	"2014"	"25-34 years"	"25-34"	"Male"	"M"	158	894224	17.7
	"Illinois"	"17"	"2014"	"2014"	"35-44 years"	"35-44"	"Male"	"M"	64	837241	7.6
	"Illinois"	"17"	"2014"	"2014"	"45-54 years"	"45-54"	"Male"	"M"	32	874423	3.7
	"Illinois"	"17"	"2014"	"2014"	"55-64 years"	"55-64"	"Male"	"M"	13	782736	Unreliable
	"Illinois"	"17"	"2015"	"2015"	"5-14 years"	"5-14"	"Male"	"M"	14	845585	Unreliable
	"Illinois"	"17"	"2015"	"2015"	"15-24 years"	"15-24"	"Female"	"F"	22	858384	2.6
	"Illinois"	"17"	"2015"	"2015"	"15-24 years"	"15-24"	"Male"	"M"	273	893867	30.5
	"Illinois"	"17"	"2015"	"2015"	"25-34 years"	"25-34"	"Female"	"F"	15	883162	Unreliable
	"Illinois"	"17"	"2015"	"2015"	"25-34 years"	"25-34"	"Male"	"M"	204	891179	22.9
	"Illinois"	"17"	"2015"	"2015"	"35-44 years"	"35-44"	"Male"	"M"	83	833728	10.0
	"Illinois"	"17"	"2015"	"2015"	"45-54 years"	"45-54"	"Male"	"M"	32	862821	3.7
	"Illinois"	"17"	"2015"	"2015"	"55-64 years"	"55-64"	"Male"	"M"	18	795855	Unreliable
	"Indiana"	"18"	"1999"	"1999"	"15-24 years"	"15-24"	"Female"	"F"	12	428517	Unreliable
	"Indiana"	"18"	"1999"	"1999"	"15-24 years"	"15-24"	"Male"	"M"	89	447229	19.9
	"Indiana"	"18"	"1999"	"1999"	"25-34 years"	"25-34"	"Female"	"F"	20	415602	4.8
	"Indiana"	"18"	"1999"	"1999"	"25-34 years"	"25-34"	"Male"	"M"	60	421341	14.2
	"Indiana"	"18"	"1999"	"1999"	"35-44 years"	"35-44"	"Female"	"F"	14	483409	Unreliable
	"Indiana"	"18"	"1999"	"1999"	"35-44 years"	"35-44"	"Male"	"M"	31	478858	6.5
	"Indiana"	"18"	"1999"	"1999"	"45-54 years"	"45-54"	"Male"	"M"	14	393302	Unreliable
	"Indiana"	"18"	"2000"	"2000"	"15-24 years"	"15-24"	"Female"	"F"	13	430089	Unreliable
	"Indiana"	"18"	"2000"	"2000"	"15-24 years"	"15-24"	"Male"	"M"	76	449124	16.9
	"Indiana"	"18"	"2000"	"2000"	"25-34 years"	"25-34"	"Male"	"M"	54	419602	12.9
	"Indiana"	"18"	"2000"	"2000"	"35-44 years"	"35-44"	"Male"	"M"	27	478310	5.6
	"Indiana"	"18"	"2000"	"2000"	"45-54 years"	"45-54"	"Male"	"M"	10	404106	Unreliable
	"Indiana"	"18"	"2001"	"2001"	"15-24 years"	"15-24"	"Female"	"F"	10	437988	Unreliable
	"Indiana"	"18"	"2001"	"2001"	"15-24 years"	"15-24"	"Male"	"M"	100	456256	21.9
	"Indiana"	"18"	"2001"	"2001"	"25-34 years"	"25-34"	"Female"	"F"	20	404765	4.9
	"Indiana"	"18"	"2001"	"2001"	"25-34 years"	"25-34"	"Male"	"M"	61	413127	14.8
	"Indiana"	"18"	"2001"	"2001"	"35-44 years"	"35-44"	"Female"	"F"	13	477664	Unreliable
	"Indiana"	"18"	"2001"	"2001"	"35-44 years"	"35-44"	"Male"	"M"	38	473936	8.0
	"Indiana"	"18"	"2001"	"2001"	"45-54 years"	"45-54"	"Male"	"M"	20	421373	4.7
	"Indiana"	"18"	"2002"	"2002"	"15-24 years"	"15-24"	"Female"	"F"	14	440325	Unreliable
	"Indiana"	"18"	"2002"	"2002"	"15-24 years"	"15-24"	"Male"	"M"	75	458551	16.4
	"Indiana"	"18"	"2002"	"2002"	"25-34 years"	"25-34"	"Female"	"F"	10	401770	Unreliable
	"Indiana"	"18"	"2002"	"2002"	"25-34 years"	"25-34"	"Male"	"M"	57	410234	13.9
	"Indiana"	"18"	"2002"	"2002"	"35-44 years"	"35-44"	"Male"	"M"	26	467481	5.6
	"Indiana"	"18"	"2002"	"2002"	"45-54 years"	"45-54"	"Female"	"F"	10	434896	Unreliable
	"Indiana"	"18"	"2002"	"2002"	"45-54 years"	"45-54"	"Male"	"M"	20	426151	4.7
	"Indiana"	"18"	"2003"	"2003"	"15-24 years"	"15-24"	"Female"	"F"	15	443616	Unreliable
	"Indiana"	"18"	"2003"	"2003"	"15-24 years"	"15-24"	"Male"	"M"	71	462869	15.3
	"Indiana"	"18"	"2003"	"2003"	"25-34 years"	"25-34"	"Female"	"F"	11	401872	Unreliable
	"Indiana"	"18"	"2003"	"2003"	"25-34 years"	"25-34"	"Male"	"M"	74	410391	18.0
	"Indiana"	"18"	"2003"	"2003"	"35-44 years"	"35-44"	"Female"	"F"	11	462506	Unreliable
	"Indiana"	"18"	"2003"	"2003"	"35-44 years"	"35-44"	"Male"	"M"	29	459723	6.3
	"Indiana"	"18"	"2003"	"2003"	"45-54 years"	"45-54"	"Male"	"M"	14	434901	Unreliable
	"Indiana"	"18"	"2004"	"2004"	"15-24 years"	"15-24"	"Male"	"M"	72	465066	15.5
	"Indiana"	"18"	"2004"	"2004"	"25-34 years"	"25-34"	"Male"	"M"	54	409143	13.2
	"Indiana"	"18"	"2004"	"2004"	"35-44 years"	"35-44"	"Female"	"F"	10	455331	Unreliable
	"Indiana"	"18"	"2004"	"2004"	"35-44 years"	"35-44"	"Male"	"M"	26	454849	5.7
	"Indiana"	"18"	"2004"	"2004"	"45-54 years"	"45-54"	"Male"	"M"	20	441827	4.5
	"Indiana"	"18"	"2005"	"2005"	"15-24 years"	"15-24"	"Female"	"F"	11	448192	Unreliable
	"Indiana"	"18"	"2005"	"2005"	"15-24 years"	"15-24"	"Male"	"M"	91	468301	19.4
	"Indiana"	"18"	"2005"	"2005"	"25-34 years"	"25-34"	"Female"	"F"	16	402970	Unreliable
	"Indiana"	"18"	"2005"	"2005"	"25-34 years"	"25-34"	"Male"	"M"	48	408775	11.7
	"Indiana"	"18"	"2005"	"2005"	"35-44 years"	"35-44"	"Male"	"M"	29	449758	6.4
	"Indiana"	"18"	"2005"	"2005"	"45-54 years"	"45-54"	"Male"	"M"	26	450152	5.8
	"Indiana"	"18"	"2006"	"2006"	"15-24 years"	"15-24"	"Female"	"F"	11	450069	Unreliable
	"Indiana"	"18"	"2006"	"2006"	"15-24 years"	"15-24"	"Male"	"M"	85	470563	18.1
	"Indiana"	"18"	"2006"	"2006"	"25-34 years"	"25-34"	"Female"	"F"	10	403993	Unreliable
	"Indiana"	"18"	"2006"	"2006"	"25-34 years"	"25-34"	"Male"	"M"	62	408267	15.2
	"Indiana"	"18"	"2006"	"2006"	"35-44 years"	"35-44"	"Male"	"M"	38	446726	8.5
	"Indiana"	"18"	"2006"	"2006"	"45-54 years"	"45-54"	"Male"	"M"	23	457802	5.0
	"Indiana"	"18"	"2007"	"2007"	"15-24 years"	"15-24"	"Female"	"F"	13	451227	Unreliable
	"Indiana"	"18"	"2007"	"2007"	"15-24 years"	"15-24"	"Male"	"M"	69	470448	14.7
	"Indiana"	"18"	"2007"	"2007"	"25-34 years"	"25-34"	"Female"	"F"	18	405666	Unreliable
	"Indiana"	"18"	"2007"	"2007"	"25-34 years"	"25-34"	"Male"	"M"	70	410655	17.0
	"Indiana"	"18"	"2007"	"2007"	"35-44 years"	"35-44"	"Male"	"M"	30	442089	6.8
	"Indiana"	"18"	"2007"	"2007"	"45-54 years"	"45-54"	"Male"	"M"	15	462740	Unreliable
	"Indiana"	"18"	"2008"	"2008"	"15-24 years"	"15-24"	"Female"	"F"	15	453146	Unreliable
	"Indiana"	"18"	"2008"	"2008"	"15-24 years"	"15-24"	"Male"	"M"	72	471969	15.3
	"Indiana"	"18"	"2008"	"2008"	"25-34 years"	"25-34"	"Female"	"F"	16	408786	Unreliable
	"Indiana"	"18"	"2008"	"2008"	"25-34 years"	"25-34"	"Male"	"M"	61	412362	14.8
	"Indiana"	"18"	"2008"	"2008"	"35-44 years"	"35-44"	"Male"	"M"	30	435713	6.9
	"Indiana"	"18"	"2009"	"2009"	"15-24 years"	"15-24"	"Male"	"M"	59	472660	12.5
	"Indiana"	"18"	"2009"	"2009"	"25-34 years"	"25-34"	"Female"	"F"	11	410559	Unreliable
	"Indiana"	"18"	"2009"	"2009"	"25-34 years"	"25-34"	"Male"	"M"	77	414620	18.6
	"Indiana"	"18"	"2009"	"2009"	"35-44 years"	"35-44"	"Male"	"M"	35	426557	8.2
	"Indiana"	"18"	"2009"	"2009"	"45-54 years"	"45-54"	"Male"	"M"	21	468550	4.5
