"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Illinois"	"17"	"2000"	"2000"	"Female"	"F"	61	6338957	1.0
	"Illinois"	"17"	"2000"	"2000"	"Male"	"M"	613	6080336	10.1
	"Illinois"	"17"	"2001"	"2001"	"Female"	"F"	78	6370443	1.2
	"Illinois"	"17"	"2001"	"2001"	"Male"	"M"	669	6118002	10.9
	"Illinois"	"17"	"2002"	"2002"	"Female"	"F"	72	6387897	1.1
	"Illinois"	"17"	"2002"	"2002"	"Male"	"M"	656	6137659	10.7
	"Illinois"	"17"	"2003"	"2003"	"Female"	"F"	67	6402859	1.0
	"Illinois"	"17"	"2003"	"2003"	"Male"	"M"	629	6153147	10.2
	"Illinois"	"17"	"2004"	"2004"	"Female"	"F"	59	6414209	0.9
	"Illinois"	"17"	"2004"	"2004"	"Male"	"M"	514	6175564	8.3
	"Illinois"	"17"	"2005"	"2005"	"Female"	"F"	62	6423831	1.0
	"Illinois"	"17"	"2005"	"2005"	"Male"	"M"	507	6186072	8.2
	"Illinois"	"17"	"2006"	"2006"	"Female"	"F"	57	6440022	0.9
	"Illinois"	"17"	"2006"	"2006"	"Male"	"M"	568	6203933	9.2
	"Illinois"	"17"	"2007"	"2007"	"Female"	"F"	59	6467577	0.9
	"Illinois"	"17"	"2007"	"2007"	"Male"	"M"	516	6228289	8.3
	"Illinois"	"17"	"2008"	"2008"	"Female"	"F"	63	6493537	1.0
	"Illinois"	"17"	"2008"	"2008"	"Male"	"M"	568	6253501	9.1
	"Illinois"	"17"	"2009"	"2009"	"Female"	"F"	64	6520723	1.0
	"Illinois"	"17"	"2009"	"2009"	"Male"	"M"	564	6276055	9.0
	"Illinois"	"17"	"2010"	"2010"	"Female"	"F"	60	6538356	0.9
	"Illinois"	"17"	"2010"	"2010"	"Male"	"M"	517	6292276	8.2
	"Illinois"	"17"	"2011"	"2011"	"Female"	"F"	58	6555063	0.9
	"Illinois"	"17"	"2011"	"2011"	"Male"	"M"	552	6314194	8.7
	"Illinois"	"17"	"2012"	"2012"	"Female"	"F"	62	6555800	0.9
	"Illinois"	"17"	"2012"	"2012"	"Male"	"M"	583	6319455	9.2
	"Illinois"	"17"	"2013"	"2013"	"Female"	"F"	55	6555652	0.8
	"Illinois"	"17"	"2013"	"2013"	"Male"	"M"	521	6326483	8.2
	"Illinois"	"17"	"2014"	"2014"	"Female"	"F"	57	6559694	0.9
	"Illinois"	"17"	"2014"	"2014"	"Male"	"M"	557	6320886	8.8
	"Illinois"	"17"	"2015"	"2015"	"Female"	"F"	60	6545500	0.9
	"Illinois"	"17"	"2015"	"2015"	"Male"	"M"	632	6314495	10.0
	"Indiana"	"18"	"1999"	"1999"	"Female"	"F"	54	3083351	1.8
	"Indiana"	"18"	"1999"	"1999"	"Male"	"M"	217	2961618	7.3
	"Indiana"	"18"	"2000"	"2000"	"Female"	"F"	34	3098011	1.1
	"Indiana"	"18"	"2000"	"2000"	"Male"	"M"	184	2982474	6.2
	"Indiana"	"18"	"2001"	"2001"	"Female"	"F"	59	3120158	1.9
	"Indiana"	"18"	"2001"	"2001"	"Male"	"M"	231	3007602	7.7
	"Indiana"	"18"	"2002"	"2002"	"Female"	"F"	49	3133342	1.6
	"Indiana"	"18"	"2002"	"2002"	"Male"	"M"	193	3022625	6.4
	"Indiana"	"18"	"2003"	"2003"	"Female"	"F"	47	3152366	1.5
	"Indiana"	"18"	"2003"	"2003"	"Male"	"M"	200	3044272	6.6
	"Indiana"	"18"	"2004"	"2004"	"Female"	"F"	37	3168952	1.2
	"Indiana"	"18"	"2004"	"2004"	"Male"	"M"	187	3064055	6.1
	"Indiana"	"18"	"2005"	"2005"	"Female"	"F"	47	3191481	1.5
	"Indiana"	"18"	"2005"	"2005"	"Male"	"M"	210	3087135	6.8
	"Indiana"	"18"	"2006"	"2006"	"Female"	"F"	40	3218203	1.2
	"Indiana"	"18"	"2006"	"2006"	"Male"	"M"	224	3114466	7.2
	"Indiana"	"18"	"2007"	"2007"	"Female"	"F"	54	3241454	1.7
	"Indiana"	"18"	"2007"	"2007"	"Male"	"M"	197	3138145	6.3
	"Indiana"	"18"	"2008"	"2008"	"Female"	"F"	50	3263963	1.5
	"Indiana"	"18"	"2008"	"2008"	"Male"	"M"	185	3160843	5.9
	"Indiana"	"18"	"2009"	"2009"	"Female"	"F"	36	3281477	1.1
	"Indiana"	"18"	"2009"	"2009"	"Male"	"M"	209	3177848	6.6
	"Indiana"	"18"	"2010"	"2010"	"Female"	"F"	35	3294065	1.1
	"Indiana"	"18"	"2010"	"2010"	"Male"	"M"	188	3189737	5.9
	"Indiana"	"18"	"2011"	"2011"	"Female"	"F"	40	3309937	1.2
	"Indiana"	"18"	"2011"	"2011"	"Male"	"M"	162	3206985	5.1
	"Indiana"	"18"	"2012"	"2012"	"Female"	"F"	43	3319144	1.3
	"Indiana"	"18"	"2012"	"2012"	"Male"	"M"	208	3218190	6.5
	"Indiana"	"18"	"2013"	"2013"	"Female"	"F"	44	3334634	1.3
	"Indiana"	"18"	"2013"	"2013"	"Male"	"M"	254	3236268	7.8
	"Indiana"	"18"	"2014"	"2014"	"Female"	"F"	30	3347411	0.9
	"Indiana"	"18"	"2014"	"2014"	"Male"	"M"	229	3249444	7.0
	"Indiana"	"18"	"2015"	"2015"	"Female"	"F"	50	3357815	1.5
	"Indiana"	"18"	"2015"	"2015"	"Male"	"M"	244	3261865	7.5
	"Iowa"	"19"	"1999"	"1999"	"Female"	"F"	10	1488223	Unreliable
	"Iowa"	"19"	"1999"	"1999"	"Male"	"M"	18	1429411	Unreliable
	"Iowa"	"19"	"2000"	"2000"	"Male"	"M"	16	1435515	Unreliable
	"Iowa"	"19"	"2001"	"2001"	"Male"	"M"	20	1439710	1.4
	"Iowa"	"19"	"2002"	"2002"	"Male"	"M"	21	1442784	1.5
	"Iowa"	"19"	"2003"	"2003"	"Male"	"M"	17	1448092	Unreliable
	"Iowa"	"19"	"2004"	"2004"	"Male"	"M"	23	1454747	1.6
	"Iowa"	"19"	"2005"	"2005"	"Male"	"M"	15	1461435	Unreliable
	"Iowa"	"19"	"2006"	"2006"	"Female"	"F"	16	1511124	Unreliable
	"Iowa"	"19"	"2006"	"2006"	"Male"	"M"	22	1471520	1.5
	"Iowa"	"19"	"2007"	"2007"	"Male"	"M"	15	1481189	Unreliable
	"Iowa"	"19"	"2008"	"2008"	"Male"	"M"	25	1491195	1.7
	"Iowa"	"19"	"2009"	"2009"	"Male"	"M"	15	1500131	Unreliable
	"Iowa"	"19"	"2010"	"2010"	"Female"	"F"	16	1538036	Unreliable
	"Iowa"	"19"	"2010"	"2010"	"Male"	"M"	18	1508319	Unreliable
	"Iowa"	"19"	"2011"	"2011"	"Male"	"M"	23	1517415	1.5
	"Iowa"	"19"	"2012"	"2012"	"Female"	"F"	10	1549698	Unreliable
	"Iowa"	"19"	"2012"	"2012"	"Male"	"M"	23	1524488	1.5
	"Iowa"	"19"	"2013"	"2013"	"Male"	"M"	16	1533401	Unreliable
	"Iowa"	"19"	"2014"	"2014"	"Female"	"F"	10	1564081	Unreliable
	"Iowa"	"19"	"2014"	"2014"	"Male"	"M"	26	1543045	1.7
	"Iowa"	"19"	"2015"	"2015"	"Female"	"F"	13	1571873	Unreliable
	"Iowa"	"19"	"2015"	"2015"	"Male"	"M"	34	1552026	2.2
	"Kansas"	"20"	"1999"	"1999"	"Female"	"F"	22	1356044	1.6
	"Kansas"	"20"	"1999"	"1999"	"Male"	"M"	66	1322294	5.0
	"Kansas"	"20"	"2000"	"2000"	"Female"	"F"	15	1359944	Unreliable
	"Kansas"	"20"	"2000"	"2000"	"Male"	"M"	86	1328474	6.5
	"Kansas"	"20"	"2001"	"2001"	"Female"	"F"	23	1365966	1.7
	"Kansas"	"20"	"2001"	"2001"	"Male"	"M"	68	1336196	5.1
	"Kansas"	"20"	"2002"	"2002"	"Female"	"F"	16	1371898	Unreliable
	"Kansas"	"20"	"2002"	"2002"	"Male"	"M"	58	1341637	4.3
	"Kansas"	"20"	"2003"	"2003"	"Female"	"F"	18	1377415	Unreliable
	"Kansas"	"20"	"2003"	"2003"	"Male"	"M"	60	1345589	4.5
	"Kansas"	"20"	"2004"	"2004"	"Female"	"F"	24	1382396	1.7
	"Kansas"	"20"	"2004"	"2004"	"Male"	"M"	61	1351977	4.5
	"Kansas"	"20"	"2005"	"2005"	"Female"	"F"	11	1387958	Unreliable
	"Kansas"	"20"	"2005"	"2005"	"Male"	"M"	50	1357341	3.7
	"Kansas"	"20"	"2006"	"2006"	"Female"	"F"	17	1394092	Unreliable
	"Kansas"	"20"	"2006"	"2006"	"Male"	"M"	56	1368839	4.1
	"Kansas"	"20"	"2007"	"2007"	"Female"	"F"	13	1405705	Unreliable
	"Kansas"	"20"	"2007"	"2007"	"Male"	"M"	58	1378080	4.2
	"Kansas"	"20"	"2008"	"2008"	"Female"	"F"	10	1415563	Unreliable
	"Kansas"	"20"	"2008"	"2008"	"Male"	"M"	67	1392513	4.8
	"Kansas"	"20"	"2009"	"2009"	"Female"	"F"	22	1428139	1.5
	"Kansas"	"20"	"2009"	"2009"	"Male"	"M"	70	1404565	5.0
	"Kansas"	"20"	"2010"	"2010"	"Female"	"F"	12	1437710	Unreliable
	"Kansas"	"20"	"2010"	"2010"	"Male"	"M"	56	1415408	4.0
	"Kansas"	"20"	"2011"	"2011"	"Female"	"F"	18	1445436	Unreliable
	"Kansas"	"20"	"2011"	"2011"	"Male"	"M"	63	1425802	4.4
	"Kansas"	"20"	"2012"	"2012"	"Female"	"F"	16	1450624	Unreliable
	"Kansas"	"20"	"2012"	"2012"	"Male"	"M"	51	1435281	3.6
	"Kansas"	"20"	"2013"	"2013"	"Female"	"F"	16	1452009	Unreliable
	"Kansas"	"20"	"2013"	"2013"	"Male"	"M"	63	1441948	4.4
	"Kansas"	"20"	"2014"	"2014"	"Female"	"F"	16	1456666	Unreliable
	"Kansas"	"20"	"2014"	"2014"	"Male"	"M"	57	1447355	3.9
	"Kansas"	"20"	"2015"	"2015"	"Female"	"F"	20	1458008	1.4
	"Kansas"	"20"	"2015"	"2015"	"Male"	"M"	75	1453633	5.2
	"Kentucky"	"21"	"1999"	"1999"	"Female"	"F"	34	2056401	1.7
	"Kentucky"	"21"	"1999"	"1999"	"Male"	"M"	108	1961652	5.5
	"Kentucky"	"21"	"2000"	"2000"	"Female"	"F"	34	2066401	1.6
	"Kentucky"	"21"	"2000"	"2000"	"Male"	"M"	99	1975368	5.0
	"Kentucky"	"21"	"2001"	"2001"	"Female"	"F"	31	2076871	1.5
	"Kentucky"	"21"	"2001"	"2001"	"Male"	"M"	107	1991261	5.4
	"Kentucky"	"21"	"2002"	"2002"	"Female"	"F"	33	2087223	1.6
	"Kentucky"	"21"	"2002"	"2002"	"Male"	"M"	94	2002652	4.7
	"Kentucky"	"21"	"2003"	"2003"	"Female"	"F"	20	2102308	1.0
	"Kentucky"	"21"	"2003"	"2003"	"Male"	"M"	95	2014862	4.7
	"Kentucky"	"21"	"2004"	"2004"	"Female"	"F"	38	2112051	1.8
	"Kentucky"	"21"	"2004"	"2004"	"Male"	"M"	114	2034050	5.6
	"Kentucky"	"21"	"2005"	"2005"	"Female"	"F"	37	2129658	1.7
	"Kentucky"	"21"	"2005"	"2005"	"Male"	"M"	115	2053084	5.6
	"Kentucky"	"21"	"2006"	"2006"	"Female"	"F"	18	2149096	Unreliable
	"Kentucky"	"21"	"2006"	"2006"	"Male"	"M"	93	2070143	4.5
	"Kentucky"	"21"	"2007"	"2007"	"Female"	"F"	30	2164210	1.4
	"Kentucky"	"21"	"2007"	"2007"	"Male"	"M"	122	2092462	5.8
	"Kentucky"	"21"	"2008"	"2008"	"Female"	"F"	33	2183532	1.5
	"Kentucky"	"21"	"2008"	"2008"	"Male"	"M"	127	2106346	6.0
	"Kentucky"	"21"	"2009"	"2009"	"Female"	"F"	32	2193136	1.5
	"Kentucky"	"21"	"2009"	"2009"	"Male"	"M"	101	2123938	4.8
	"Kentucky"	"21"	"2010"	"2010"	"Female"	"F"	30	2204415	1.4
	"Kentucky"	"21"	"2010"	"2010"	"Male"	"M"	95	2134952	4.4
	"Kentucky"	"21"	"2011"	"2011"	"Female"	"F"	29	2219482	1.3
	"Kentucky"	"21"	"2011"	"2011"	"Male"	"M"	104	2149874	4.8
	"Kentucky"	"21"	"2012"	"2012"	"Female"	"F"	34	2222704	1.5
	"Kentucky"	"21"	"2012"	"2012"	"Male"	"M"	125	2157711	5.8
	"Kentucky"	"21"	"2013"	"2013"	"Female"	"F"	35	2231899	1.6
	"Kentucky"	"21"	"2013"	"2013"	"Male"	"M"	103	2163396	4.8
	"Kentucky"	"21"	"2014"	"2014"	"Female"	"F"	33	2240299	1.5
	"Kentucky"	"21"	"2014"	"2014"	"Male"	"M"	105	2173158	4.8
	"Kentucky"	"21"	"2015"	"2015"	"Female"	"F"	37	2245998	1.6
	"Kentucky"	"21"	"2015"	"2015"	"Male"	"M"	137	2179094	6.3
	"Louisiana"	"22"	"1999"	"1999"	"Female"	"F"	59	2302744	2.6
	"Louisiana"	"22"	"1999"	"1999"	"Male"	"M"	283	2158067	13.1
	"Louisiana"	"22"	"2000"	"2000"	"Female"	"F"	63	2306073	2.7
	"Louisiana"	"22"	"2000"	"2000"	"Male"	"M"	364	2162903	16.8
	"Louisiana"	"22"	"2001"	"2001"	"Female"	"F"	56	2308063	2.4
	"Louisiana"	"22"	"2001"	"2001"	"Male"	"M"	344	2169812	15.9
	"Louisiana"	"22"	"2002"	"2002"	"Female"	"F"	75	2315524	3.2
	"Louisiana"	"22"	"2002"	"2002"	"Male"	"M"	392	2181743	18.0
	"Louisiana"	"22"	"2003"	"2003"	"Female"	"F"	60	2327153	2.6
	"Louisiana"	"22"	"2003"	"2003"	"Male"	"M"	413	2193889	18.8
	"Louisiana"	"22"	"2004"	"2004"	"Female"	"F"	63	2338753	2.7
	"Louisiana"	"22"	"2004"	"2004"	"Male"	"M"	417	2213485	18.8
	"Louisiana"	"22"	"2005"	"2005"	"Female"	"F"	62	2349441	2.6
	"Louisiana"	"22"	"2005"	"2005"	"Male"	"M"	395	2227187	17.7
	"Louisiana"	"22"	"2006"	"2006"	"Female"	"F"	60	2204072	2.7
	"Louisiana"	"22"	"2006"	"2006"	"Male"	"M"	383	2098593	18.3
	"Louisiana"	"22"	"2007"	"2007"	"Female"	"F"	71	2239125	3.2
	"Louisiana"	"22"	"2007"	"2007"	"Male"	"M"	417	2136456	19.5
	"Louisiana"	"22"	"2008"	"2008"	"Female"	"F"	62	2269630	2.7
	"Louisiana"	"22"	"2008"	"2008"	"Male"	"M"	368	2165956	17.0
	"Louisiana"	"22"	"2009"	"2009"	"Female"	"F"	62	2295199	2.7
	"Louisiana"	"22"	"2009"	"2009"	"Male"	"M"	387	2196449	17.6
	"Louisiana"	"22"	"2010"	"2010"	"Female"	"F"	59	2314080	2.5
	"Louisiana"	"22"	"2010"	"2010"	"Male"	"M"	373	2219292	16.8
	"Louisiana"	"22"	"2011"	"2011"	"Female"	"F"	75	2336467	3.2
	"Louisiana"	"22"	"2011"	"2011"	"Male"	"M"	356	2238369	15.9
	"Louisiana"	"22"	"2012"	"2012"	"Female"	"F"	51	2349843	2.2
	"Louisiana"	"22"	"2012"	"2012"	"Male"	"M"	377	2252050	16.7
	"Louisiana"	"22"	"2013"	"2013"	"Female"	"F"	55	2361537	2.3
	"Louisiana"	"22"	"2013"	"2013"	"Male"	"M"	391	2263933	17.3
	"Louisiana"	"22"	"2014"	"2014"	"Female"	"F"	69	2375737	2.9
	"Louisiana"	"22"	"2014"	"2014"	"Male"	"M"	352	2273939	15.5
	"Louisiana"	"22"	"2015"	"2015"	"Female"	"F"	67	2386915	2.8
	"Louisiana"	"22"	"2015"	"2015"	"Male"	"M"	389	2283809	17.0
	"Maine"	"23"	"2007"	"2007"	"Male"	"M"	11	649243	Unreliable
	"Maine"	"23"	"2009"	"2009"	"Male"	"M"	12	650896	Unreliable
	"Maine"	"23"	"2012"	"2012"	"Male"	"M"	12	650278	Unreliable
	"Maryland"	"24"	"1999"	"1999"	"Female"	"F"	40	2716928	1.5
	"Maryland"	"24"	"1999"	"1999"	"Male"	"M"	356	2537581	14.0
	"Maryland"	"24"	"2000"	"2000"	"Female"	"F"	41	2738692	1.5
	"Maryland"	"24"	"2000"	"2000"	"Male"	"M"	312	2557794	12.2
	"Maryland"	"24"	"2001"	"2001"	"Female"	"F"	34	2779864	1.2
	"Maryland"	"24"	"2001"	"2001"	"Male"	"M"	329	2594827	12.7
	"Maryland"	"24"	"2002"	"2002"	"Female"	"F"	35	2815197	1.2
	"Maryland"	"24"	"2002"	"2002"	"Male"	"M"	330	2625192	12.6
	"Maryland"	"24"	"2003"	"2003"	"Female"	"F"	33	2843847	1.2
	"Maryland"	"24"	"2003"	"2003"	"Male"	"M"	361	2652422	13.6
	"Maryland"	"24"	"2004"	"2004"	"Female"	"F"	34	2870043	1.2
	"Maryland"	"24"	"2004"	"2004"	"Male"	"M"	352	2676892	13.1
	"Maryland"	"24"	"2005"	"2005"	"Female"	"F"	39	2891761	1.3
	"Maryland"	"24"	"2005"	"2005"	"Male"	"M"	383	2700618	14.2
	"Maryland"	"24"	"2006"	"2006"	"Female"	"F"	39	2907963	1.3
	"Maryland"	"24"	"2006"	"2006"	"Male"	"M"	377	2719404	13.9
	"Maryland"	"24"	"2007"	"2007"	"Female"	"F"	35	2920109	1.2
	"Maryland"	"24"	"2007"	"2007"	"Male"	"M"	389	2733299	14.2
	"Maryland"	"24"	"2008"	"2008"	"Female"	"F"	37	2935788	1.3
	"Maryland"	"24"	"2008"	"2008"	"Male"	"M"	342	2749177	12.4
	"Maryland"	"24"	"2009"	"2009"	"Female"	"F"	32	2960001	1.1
	"Maryland"	"24"	"2009"	"2009"	"Male"	"M"	284	2770387	10.3
	"Maryland"	"24"	"2010"	"2010"	"Female"	"F"	24	2981790	0.8
	"Maryland"	"24"	"2010"	"2010"	"Male"	"M"	282	2791762	10.1
	"Maryland"	"24"	"2011"	"2011"	"Female"	"F"	32	3007715	1.1
	"Maryland"	"24"	"2011"	"2011"	"Male"	"M"	244	2820574	8.7
	"Maryland"	"24"	"2012"	"2012"	"Female"	"F"	33	3034160	1.1
	"Maryland"	"24"	"2012"	"2012"	"Male"	"M"	261	2850403	9.2
	"Maryland"	"24"	"2013"	"2013"	"Female"	"F"	32	3054052	1.0
	"Maryland"	"24"	"2013"	"2013"	"Male"	"M"	267	2874762	9.3
	"Maryland"	"24"	"2014"	"2014"	"Female"	"F"	31	3079989	1.0
	"Maryland"	"24"	"2014"	"2014"	"Male"	"M"	218	2896418	7.5
	"Maryland"	"24"	"2015"	"2015"	"Female"	"F"	30	3095316	1.0
	"Maryland"	"24"	"2015"	"2015"	"Male"	"M"	415	2911085	14.3
	"Massachusetts"	"25"	"1999"	"1999"	"Female"	"F"	11	3274830	Unreliable
	"Massachusetts"	"25"	"1999"	"1999"	"Male"	"M"	60	3042515	2.0
	"Massachusetts"	"25"	"2000"	"2000"	"Female"	"F"	13	3290281	Unreliable
	"Massachusetts"	"25"	"2000"	"2000"	"Male"	"M"	54	3058816	1.8
	"Massachusetts"	"25"	"2001"	"2001"	"Male"	"M"	75	3085067	2.4
	"Massachusetts"	"25"	"2002"	"2002"	"Male"	"M"	89	3097770	2.9
	"Massachusetts"	"25"	"2003"	"2003"	"Male"	"M"	69	3101748	2.2
	"Massachusetts"	"25"	"2004"	"2004"	"Female"	"F"	10	3314634	Unreliable
	"Massachusetts"	"25"	"2004"	"2004"	"Male"	"M"	96	3097647	3.1
	"Massachusetts"	"25"	"2005"	"2005"	"Female"	"F"	10	3309010	Unreliable
	"Massachusetts"	"25"	"2005"	"2005"	"Male"	"M"	98	3094280	3.2
	"Massachusetts"	"25"	"2006"	"2006"	"Male"	"M"	96	3098899	3.1
	"Massachusetts"	"25"	"2007"	"2007"	"Female"	"F"	20	3321653	0.6
	"Massachusetts"	"25"	"2007"	"2007"	"Male"	"M"	95	3109906	3.1
	"Massachusetts"	"25"	"2008"	"2008"	"Male"	"M"	89	3128237	2.8
	"Massachusetts"	"25"	"2009"	"2009"	"Female"	"F"	14	3365859	Unreliable
	"Massachusetts"	"25"	"2009"	"2009"	"Male"	"M"	96	3151754	3.0
	"Massachusetts"	"25"	"2010"	"2010"	"Female"	"F"	16	3381001	Unreliable
	"Massachusetts"	"25"	"2010"	"2010"	"Male"	"M"	110	3166628	3.5
	"Massachusetts"	"25"	"2011"	"2011"	"Female"	"F"	19	3397995	Unreliable
	"Massachusetts"	"25"	"2011"	"2011"	"Male"	"M"	109	3189541	3.4
	"Massachusetts"	"25"	"2012"	"2012"	"Female"	"F"	10	3425771	Unreliable
	"Massachusetts"	"25"	"2012"	"2012"	"Male"	"M"	63	3220373	2.0
	"Massachusetts"	"25"	"2013"	"2013"	"Female"	"F"	12	3448008	Unreliable
	"Massachusetts"	"25"	"2013"	"2013"	"Male"	"M"	72	3244816	2.2
	"Massachusetts"	"25"	"2014"	"2014"	"Female"	"F"	12	3474584	Unreliable
	"Massachusetts"	"25"	"2014"	"2014"	"Male"	"M"	78	3270824	2.4
	"Massachusetts"	"25"	"2015"	"2015"	"Female"	"F"	10	3498304	Unreliable
	"Massachusetts"	"25"	"2015"	"2015"	"Male"	"M"	76	3296118	2.3
	"Michigan"	"26"	"1999"	"1999"	"Female"	"F"	78	5047770	1.5
	"Michigan"	"26"	"1999"	"1999"	"Male"	"M"	438	4849346	9.0
	"Michigan"	"26"	"2000"	"2000"	"Female"	"F"	91	5065349	1.8
	"Michigan"	"26"	"2000"	"2000"	"Male"	"M"	413	4873095	8.5
	"Michigan"	"26"	"2001"	"2001"	"Female"	"F"	65	5089289	1.3
	"Michigan"	"26"	"2001"	"2001"	"Male"	"M"	434	4901831	8.9
	"Michigan"	"26"	"2002"	"2002"	"Female"	"F"	75	5100171	1.5
	"Michigan"	"26"	"2002"	"2002"	"Male"	"M"	414	4915539	8.4
	"Michigan"	"26"	"2003"	"2003"	"Female"	"F"	68	5110521	1.3
	"Michigan"	"26"	"2003"	"2003"	"Male"	"M"	409	4930631	8.3
	"Michigan"	"26"	"2004"	"2004"	"Female"	"F"	61	5117929	1.2
	"Michigan"	"26"	"2004"	"2004"	"Male"	"M"	427	4937386	8.6
	"Michigan"	"26"	"2005"	"2005"	"Female"	"F"	55	5114320	1.1
	"Michigan"	"26"	"2005"	"2005"	"Male"	"M"	436	4936817	8.8
	"Michigan"	"26"	"2006"	"2006"	"Female"	"F"	80	5106621	1.6
	"Michigan"	"26"	"2006"	"2006"	"Male"	"M"	456	4929460	9.3
	"Michigan"	"26"	"2007"	"2007"	"Female"	"F"	72	5091035	1.4
	"Michigan"	"26"	"2007"	"2007"	"Male"	"M"	434	4910249	8.8
	"Michigan"	"26"	"2008"	"2008"	"Female"	"F"	50	5065899	1.0
	"Michigan"	"26"	"2008"	"2008"	"Male"	"M"	439	4880990	9.0
	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	61	5044338	1.2
	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	434	4857253	8.9
	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	58	5035526	1.2
	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	382	4848114	7.9
	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	65	5030242	1.3
	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	446	4845945	9.2
	"Michigan"	"26"	"2012"	"2012"	"Female"	"F"	77	5032849	1.5
	"Michigan"	"26"	"2012"	"2012"	"Male"	"M"	502	4850511	10.3
	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	70	5036338	1.4
	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	423	4859284	8.7
	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	55	5041414	1.1
	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	356	4868463	7.3
	"Michigan"	"26"	"2015"	"2015"	"Female"	"F"	57	5044428	1.1
	"Michigan"	"26"	"2015"	"2015"	"Male"	"M"	379	4878148	7.8
	"Minnesota"	"27"	"1999"	"1999"	"Female"	"F"	11	2462931	Unreliable
	"Minnesota"	"27"	"1999"	"1999"	"Male"	"M"	43	2410550	1.8
	"Minnesota"	"27"	"2000"	"2000"	"Female"	"F"	24	2483848	1.0
	"Minnesota"	"27"	"2000"	"2000"	"Male"	"M"	53	2435631	2.2
	"Minnesota"	"27"	"2001"	"2001"	"Female"	"F"	18	2514149	Unreliable
	"Minnesota"	"27"	"2001"	"2001"	"Male"	"M"	50	2468647	2.0
	"Minnesota"	"27"	"2002"	"2002"	"Female"	"F"	13	2531205	Unreliable
	"Minnesota"	"27"	"2002"	"2002"	"Male"	"M"	42	2487730	1.7
	"Minnesota"	"27"	"2003"	"2003"	"Female"	"F"	10	2546999	Unreliable
	"Minnesota"	"27"	"2003"	"2003"	"Male"	"M"	65	2506573	2.6
	"Minnesota"	"27"	"2004"	"2004"	"Female"	"F"	17	2564037	Unreliable
	"Minnesota"	"27"	"2004"	"2004"	"Male"	"M"	68	2523676	2.7
	"Minnesota"	"27"	"2005"	"2005"	"Female"	"F"	20	2579546	0.8
	"Minnesota"	"27"	"2005"	"2005"	"Male"	"M"	68	2540052	2.7
	"Minnesota"	"27"	"2006"	"2006"	"Female"	"F"	17	2600951	Unreliable
	"Minnesota"	"27"	"2006"	"2006"	"Male"	"M"	61	2562604	2.4
	"Minnesota"	"27"	"2007"	"2007"	"Female"	"F"	14	2622551	Unreliable
	"Minnesota"	"27"	"2007"	"2007"	"Male"	"M"	56	2584652	2.2
	"Minnesota"	"27"	"2008"	"2008"	"Female"	"F"	13	2642672	Unreliable
	"Minnesota"	"27"	"2008"	"2008"	"Male"	"M"	58	2604346	2.2
	"Minnesota"	"27"	"2009"	"2009"	"Male"	"M"	39	2621245	1.5
	"Minnesota"	"27"	"2010"	"2010"	"Female"	"F"	16	2671793	Unreliable
	"Minnesota"	"27"	"2010"	"2010"	"Male"	"M"	49	2632132	1.9
	"Minnesota"	"27"	"2011"	"2011"	"Female"	"F"	18	2689958	Unreliable
	"Minnesota"	"27"	"2011"	"2011"	"Male"	"M"	41	2654903	1.5
	"Minnesota"	"27"	"2012"	"2012"	"Female"	"F"	14	2706970	Unreliable
	"Minnesota"	"27"	"2012"	"2012"	"Male"	"M"	47	2672169	1.8
	"Minnesota"	"27"	"2013"	"2013"	"Female"	"F"	11	2727081	Unreliable
	"Minnesota"	"27"	"2013"	"2013"	"Male"	"M"	65	2693299	2.4
	"Minnesota"	"27"	"2014"	"2014"	"Female"	"F"	16	2745132	Unreliable
	"Minnesota"	"27"	"2014"	"2014"	"Male"	"M"	43	2712041	1.6
	"Minnesota"	"27"	"2015"	"2015"	"Female"	"F"	20	2759730	0.7
	"Minnesota"	"27"	"2015"	"2015"	"Male"	"M"	72	2729864	2.6
	"Mississippi"	"28"	"1999"	"1999"	"Female"	"F"	42	1464581	2.9
	"Mississippi"	"28"	"1999"	"1999"	"Male"	"M"	172	1363827	12.6
	"Mississippi"	"28"	"2000"	"2000"	"Female"	"F"	49	1471104	3.3
	"Mississippi"	"28"	"2000"	"2000"	"Male"	"M"	165	1373554	12.0
	"Mississippi"	"28"	"2001"	"2001"	"Female"	"F"	35	1473486	2.4
	"Mississippi"	"28"	"2001"	"2001"	"Male"	"M"	189	1379508	13.7
	"Mississippi"	"28"	"2002"	"2002"	"Female"	"F"	43	1475412	2.9
	"Mississippi"	"28"	"2002"	"2002"	"Male"	"M"	165	1383269	11.9
	"Mississippi"	"28"	"2003"	"2003"	"Female"	"F"	35	1479611	2.4
